Provincia,codigo,Nombre Centro
Málaga,29001145C,I.E.S. Pedro Espinosa
Málaga,29010857C,I.E.S. Pintor José María Fernández
Málaga,29012052C,I.E.S. Los Colegiales
Málaga,29001421C,I.E.S. Luis Barahona de Soto
Málaga,29010869C,I.E.S. José Navarro y Alba
Málaga,29700606C,I.E.S. Escultor Marín Higuero
Málaga,29006945C,I.E.S. Benalmádena
Málaga,29009892C,I.E.S. Al-Baytar
Málaga,29012064C,I.E.S. Arroyo de la Miel
Málaga,29700621C,I.E.S. Cerro del Viento
Málaga,29701222C,I.E.S. Poetas Andaluces
Málaga,29011953C,I.E.S. La Maroma
Málaga,29020231C,C.P.I.F.P. Alan Turing
Málaga,29700011C,I.E.S. Campanillas
Málaga,29700990C,I.E.S. María Victoria Atencia
Málaga,29701313C,I.E.S. Torre del Prado
Málaga,29001868C,I.E.S. Camilo José Cela
Málaga,29004080C,I.E.S. Profesor Tomás Hormigo
Málaga,29700631C,I.E.S. Valle del Azahar
Málaga,29701003C,I.E.S. Jarifa
Málaga,29701015C,I.E.S. Casabermeja
Málaga,29007147C,I.E.S. Carlos Álvarez
Málaga,29700357C,I.E.S. Jacaranda
Málaga,29002332C,I.E.S. Ciudad de Coín
Málaga,29700928C,I.E.S. Los Montecillos
Málaga,29700849C,I.E.S. Los Montes
Málaga,29700941C,I.E.S. El Almijar
Málaga,29011734C,I.E.S. Andrés Pérez Serrano
Málaga,29701027C,I.E.S. Genil
Málaga,29009107C,I.E.S. Cartima (CdA)
Málaga,29002885C,I.E.S. Monterroso
Málaga,29009119C,I.E.S. Puerta del Mar
Málaga,29009909C,I.E.S. Mar de Alborán
Málaga,29700953C,I.E.S. Mediterráneo
Málaga,29003041C,I.E.S. Fuengirola Nº 1
Málaga,29009910C,I.E.S. Santiago Ramón y Cajal
Málaga,29011311C,I.E.S. Eduardo Janeiro
Málaga,29700497C,I.E.S. Los Boliches
Málaga,29701416C,I.E.S. Las Salinas
Málaga,29701428C,I.E.S. Mercedes Labrador
Málaga,29701039C,I.E.S. José Saramago
Málaga,29002733C,I.E.S. Puerta de la Axarquía
Málaga,29700369C,I.E.S. Ben Al Jatib
Málaga,29007329C,I.E.S. Vega de Mijas
Málaga,29019320C,I.E.S. Ana Carmona "Veleta"
Málaga,29700709C,I.E.S. Las Lagunas
Málaga,29005916C,I.E.S. La Rosaleda
Málaga,29005928C,I.E.S. Nuestra Señora de la Victoria
Málaga,29005953C,I.E.S. Vicente Espinel (CdA)
Málaga,29005965C,I.E.S. Sierra Bermeja
Málaga,29005977C,I.E.S. Cánovas del Castillo (CdA)
Málaga,29005989C,I.E.S. Politécnico Jesús Marín
Málaga,29006179C,E.A.S.D. San Telmo
Málaga,29009260C,I.E.S. Emilio Prados
Málaga,29009272C,I.E.S. Pablo Picasso
Málaga,29009922C,I.E.S. El Palo
Málaga,29009934C,I.E.S. Salvador Rueda
Málaga,29010201C,I.E.S. Belén
Málaga,29010365C,I.E.S. Profesor Isidoro Sánchez
Málaga,29010870C,I.E.S. Mare Nostrum
Málaga,29011539C,I.E.S. Huelin
Málaga,29012076C,I.E.S. Ben Gabirol
Málaga,29012106C,I.E.S. Miguel Romero Esteo
Málaga,29016264C,I.E.S. Teatinos
Málaga,29700047C,I.E.S. Martín de Aldehuela
Málaga,29700060C,I.E.S. Mayorazgo
Málaga,29700096C,I.E.S. Litoral
Málaga,29700102C,I.E.S. Miraflores de los Ángeles
Málaga,29700242C,I.E.S. Núm. 1. Universidad Laboral
Málaga,29700333C,I.E.S. Santa Bárbara
Málaga,29700400C,I.E.S. Puerto de la Torre
Málaga,29700412C,I.E.S. Portada Alta
Málaga,29700503C,I.E.S. Fernando de los Ríos
Málaga,29700527C,I.E.S. Jardines de Puerta Oscura
Málaga,29700746C,I.E.S. Mediterráneo
Málaga,29700795C,I.E.S. Ciudad Jardín
Málaga,29701040C,I.E.S. Isaac Albéniz
Málaga,29701052C,I.E.S. Sagrado Corazón
Málaga,29701064C,I.E.S. Torre Atalaya
Málaga,29701076C,I.E.S. Juan Ramón Jiménez
Málaga,29701088C,I.E.S. Jardín de Málaga
Málaga,29701106C,I.E.S. Ciudad de Melilla
Málaga,29701234C,I.E.S. José María Torrijos
Málaga,29701246C,I.E.S. Manuel Alcántara
Málaga,29701258C,I.E.S. Rafael Pérez Estrada
Málaga,29701301C,I.P.E.P. Málaga
Málaga,29701350C,I.E.S. Christine Picasso
Málaga,29700722C,I.E.S. Las Viñas
Málaga,29000335C,I.E.S. Bahía de Marbella
Málaga,29006830C,I.E.S. Guadalpín
Málaga,29006854C,I.E.S. Sierra Blanca
Málaga,29007299C,I.E.S. Dunas de las Chapas
Málaga,29017785C,I.E.S. Cilniana
Málaga,29700126C,I.E.S. Río Verde
Málaga,29700758C,I.E.S. Victoria Kent
Málaga,29701325C,I.E.S. Profesor Pablo del Saz
Málaga,29004109C,I.E.S. Torre Almenara
Málaga,29700023C,I.E.S. Sierra de Mijas
Málaga,29701121C,I.E.S. Villa de Mijas
Málaga,29701431C,I.E.S. La Cala de Mijas
Málaga,29701131C,I.E.S. Las Viñas
Málaga,29007214C,I.E.S. Sierra Almijara
Málaga,29007241C,I.E.S. El Chaparil
Málaga,29004158C,I.E.S. Nueva Andalucía
Málaga,29700761C,I.E.S. Alta Axarquía
Málaga,29701261C,I.E.S. Fuente Luna
Málaga,29700059C,I.E.S. Bezmiliana
Málaga,29007962C,I.E.S. Martín Rivero
Málaga,29007998C,I.E.S. Pérez de Guzmán
Málaga,29700035C,I.E.S. Profesor Gonzalo Huesa
Málaga,29700230C,I.E.S. Dr. Rodríguez Delgado
Málaga,29010444C,I.E.S. Vega de Mar
Málaga,29011540C,I.E.S. Salduba
Málaga,29017013C,I.E.S. NUEVO
Málaga,29700771C,I.E.S. Guadaiza
Málaga,29701143C,I.E.S. Sierra de Yeguas (CdA)
Málaga,29701337C,I.E.S. Itaba
Málaga,29017839C,I.E.S. Margarita Salas
Málaga,29008012C,I.E.S. Joaquín Lobato
Málaga,29011552C,I.E.S. María Zambrano
Málaga,29700345C,I.E.S. Miraya del Mar
Málaga,29006568C,I.E.S. Los Manantiales
Málaga,29008061C,I.E.S. Concha Méndez Cuesta
Málaga,29700916C,I.E.S. Costa del Sol
Málaga,29701349C,I.E.S. Playamar
Málaga,29009958C,I.E.S. Jorge Guillén
Málaga,29701155C,I.E.S. Alfaguar
Málaga,29008671C,I.E.S. Reyes Católicos
Málaga,29008681C,I.E.S. Juan de la Cierva
Málaga,29700424C,I.E.S. Almenara
Málaga,29701295C,I.E.S. Salvador Rueda
Málaga,29701167C,I.E.S. Doña Salvadora Muñoz
Málaga,29701179C,I.E.S. Manuel Romero
Málaga,29701180C,I.E.S. Pintor José Hernández
Málaga,29701192C,I.E.S. Sierra de San Jorge
Málaga,29700931C,I.E.S. Alfaguara
Sevilla,41000272C,I.E.S. Cristóbal de Monroy
Sevilla,41000284C,I.E.S. Al-Guadaira
Sevilla,41011014C,I.E.S. Profesor Tierno Galván
Sevilla,41021627C,I.E.S. Hienipa
Sevilla,41700105C,I.E.S. Albero
Sevilla,41011002C,I.E.S. Ilipa Magna
Sevilla,41701808C,I.E.S. Las Aceñas
Sevilla,41017685C,I.E.S. Almensilla
Sevilla,41000557C,I.E.S. Al-Ándalus
Sevilla,41000569C,I.E.S. La Campiña
Sevilla,41701559C,I.E.S. Europa
Sevilla,41701641C,I.E.S. Olontigi
Sevilla,41702175C,I.E.S. Aznalcóllar
Sevilla,41701316C,I.E.S. Vadus Latus
Sevilla,41701201C,I.E.S. Virgen del Rosario
Sevilla,41701730C,I.E.S. Alminar
Sevilla,41011464C,I.E.S. Juan Ciudad Duarte
Sevilla,41701821C,I.E.S. Los Álamos
Sevilla,41700853C,I.E.S. Jacarandá
Sevilla,41700971C,I.E.S. Burguillos
Sevilla,41000880C,I.E.S. Tartessos
Sevilla,41009573C,I.E.S. Camas-Antonio Brisquet
Sevilla,41701158C,I.E.S. Cantillana
Sevilla,41702141C,I.E.S. Cañada Rosal
Sevilla,41001094C,I.E.S. Maese Rodrigo
Sevilla,41009585C,I.E.S. Arrabal
Sevilla,41702266C,I.E.S. Manuel Losada Villasante
Sevilla,41701501C,I.E.S. Atalaya
Sevilla,41701833C,I.E.S. Castilblanco de los Arroyos
Sevilla,41023326C,I.E.S. Dama de Marfil
Sevilla,41011026C,I.E.S. Alixar
Sevilla,41701328C,I.E.S. Pablo Neruda
Sevilla,41700865C,I.E.S. El Carmen
Sevilla,41702072C,I.E.S. San Fernando
Sevilla,41001461C,I.E.S. Rodrigo Caro
Sevilla,41001471C,I.E.S. Caura
Sevilla,41701596C,I.E.S. San José
Sevilla,41001513C,I.E.S. María Galiana
Sevilla,41001707C,I.E.S. Virgen de Valme
Sevilla,41001719C,C.P.I.F.P. El Arenal
Sevilla,41011038C,I.E.S. Gonzalo Nazareno
Sevilla,41011491C,I.E.S. Galileo Galilei
Sevilla,41700181C,I.E.S. Hermanos Machado
Sevilla,41700877C,I.E.S. Vistazul
Sevilla,41701754C,I.E.S. Mariana de Pineda
Sevilla,41701811C,I.E.S. Olivar de la Motilla
Sevilla,41701857C,I.E.S. Jesús del Gran Poder
Sevilla,41701869C,I.E.S. Ibn Jaldún
Sevilla,41702011C,I.E.S. Alvareda
Sevilla,41702023C,I.E.S. Cantely
Sevilla,41000594C,I.E.S. Nicolás Copérnico
Sevilla,41001938C,I.E.S. San Fulgencio
Sevilla,41001941C,I.E.S. Luis Vélez de Guevara
Sevilla,41701845C,I.E.S. El Coronil
Sevilla,41702059C,I.E.S. Laguna de Tollón
Sevilla,41701936C,I.E.S. Torre del Águila
Sevilla,41701948C,I.E.S. Aníbal González
Sevilla,41701985C,I.E.S. Maestro Don José Jurado Espada
Sevilla,41701079C,I.E.S. Flavio Irnitano
Sevilla,41700555C,I.E.S. Blas Infante
Sevilla,41702138C,I.E.S. Profesor Juan Bautista
Sevilla,41008398C,I.E.S. Lauretum
Sevilla,41002013C,I.E.S. Ostippo
Sevilla,41008970C,I.E.S. Aguilar y Cano
Sevilla,41701250C,I.E.S. Alarifes Ruiz Florindo
Sevilla,41701870C,I.E.S. Antonio Álvarez López
Sevilla,41701021C,I.E.S. Gerena
Sevilla,41701602C,I.E.S. Silena
Sevilla,41701286C,I.E.S. El Majuelo
Sevilla,41701584C,I.E.S. Sierra del Agua
Sevilla,41701262C,I.E.S. El Molinillo (CdA)
Sevilla,41701031C,I.E.S. Herrera
Sevilla,41701134C,I.E.S. Lago Ligur
Sevilla,41700968C,I.E.S. Torre de los Guzmanes
Sevilla,41702311C,I.E.S. Matilde Casanova
Sevilla,41000053C,I.E.S. La Campana
Sevilla,41702114C,I.E.S. Pablo de Olavide
Sevilla,41700907C,I.E.S. Castillo de Luna
Sevilla,41701365C,I.E.S. Federico García Lorca
Sevilla,41701973C,I.E.S. Celti
Sevilla,41700348C,I.E.S. Alcaria
Sevilla,41022978C,C.P.I.F.P. NUEVO
Sevilla,41701377C,I.E.S. Antonio de Ulloa
Sevilla,41701389C,I.E.S. La Roda
Sevilla,41701882C,I.E.S. Tierra de Lagunas
Sevilla,41700889C,I.E.S. Delgado Brackenbury
Sevilla,41702254C,I.E.S. Ciudad de las Cabezas
Sevilla,41002359C,I.E.S. Virgen del Castillo
Sevilla,41009822C,I.E.S. Bajo Guadalquivir
Sevilla,41702278C,I.E.S. El Fontanal
Sevilla,41002441C,I.E.S. Guadalquivir
Sevilla,41002451C,I.E.S. Axati
Sevilla,41701894C,I.E.S. Al-Lawra
Sevilla,41700750C,I.E.S. Maestro Francisco Gallardo
Sevilla,41701912C,I.E.S. Francisco Rivero
Sevilla,41003182C,I.E.S. Al-Mudeyne
Sevilla,41003200C,I.E.S. Joaquín Romero Murube
Sevilla,41008994C,I.E.S. Maestro Diego Llorente
Sevilla,41702151C,I.E.S. Marismas
Sevilla,41009469C,I.E.S. Los Alcores
Sevilla,41701341C,I.E.S. María Inmaculada
Sevilla,41011713C,I.E.S. Hipatia
Sevilla,41700099C,I.E.S. Juan de Mairena
Sevilla,41700351C,I.E.S. Atenea
Sevilla,41701626C,I.E.S. Cavaleri
Sevilla,41002694C,I.E.S. Isidro de Arcenegui y Carmona
Sevilla,41008507C,I.E.S. López de Arenas
Sevilla,41701900C,I.E.S. José Saramago
Sevilla,41701043C,I.E.S. Castillo de Cote
Sevilla,41002955C,I.E.S. Fray Bartolomé de las Casas
Sevilla,41701055C,I.E.S. Fuente Nueva
Sevilla,41701924C,I.E.S. Profesor Juan Antonio Carrillo Salcedo
Sevilla,41701161C,I.E.S. Heliche
Sevilla,41003066C,I.E.S. Francisco Rodríguez Marín
Sevilla,41009123C,I.E.S. Sierra Sur
Sevilla,41017673C,I.E.S. Palomares
Sevilla,41701560C,I.E.S. San Albino
Sevilla,41701729C,I.E.S. Carlos Cano
Sevilla,41701951C,I.E.S. Virgen de Villadiego
Sevilla,41701298C,I.E.S. Torre del Rey
Sevilla,41701651C,I.E.S. Virgen de la Soledad
Sevilla,41701961C,I.E.S. Maestro José Zamudio
Sevilla,41701742C,I.E.S. Pésula
Provincia,Código Centro,Nombre Centro
Sevilla,41003741C,I.E.S. Miguel de Mañara
Sevilla,41003765C,I.E.S. San José de la Rinconada
Sevilla,41701766C,I.E.S. Carmen Laffón
Sevilla,41009019C,I.E.S. Mateo Alemán
Sevilla,41700828C,I.E.S. Severo Ochoa
Sevilla,41701778C,I.E.S. Lucus Solis
Sevilla,41701419C,I.E.S. Itálica
Sevilla,41000089C,I.E.S. Miguel Servet
Sevilla,41006894C,I.E.S. San Isidoro
Sevilla,41006900C,I.E.S. Velázquez
Sevilla,41006912C,I.E.S. Gustavo Adolfo Bécquer
Sevilla,41006924C,I.E.S. Fernando de Herrera
Sevilla,41006936C,I.E.S. Murillo
Sevilla,41006948C,I.E.S. Martínez Montañés
Sevilla,41006951C,I.E.S. Luca de Tena
Sevilla,41006997C,I.E.S. Politécnico
Sevilla,41007230C,I.E.S. Carlos Haya
Sevilla,41007266C,E.A.S.D. Sevilla
Sevilla,41007357C,I.E.S. Vicente Aleixandre
Sevilla,41007451C,I.E.S. Pino Montano
Sevilla,41008519C,I.E.S. Bellavista
Sevilla,41008532C,I.E.S. San Pablo
Sevilla,41009044C,I.E.S. Ramón Carande
Sevilla,41009056C,I.E.S. Polígono Sur
Sevilla,41009068C,I.E.S. Antonio Domínguez Ortiz
Sevilla,41009071C,I.E.S. Antonio Machado
Sevilla,41009135C,I.E.S. Heliópolis
Sevilla,41009858C,I.E.S. Albert Einstein
Sevilla,41009871C,I.E.S. Beatriz de Suabia
Sevilla,41009883C,I.E.S. Torreblanca
Sevilla,41010541C,I.E.S. Joaquín Turina
Sevilla,41010757C,I.E.S. San Jerónimo
Sevilla,41010769C,I.E.S. Nervión
Sevilla,41010824C,I.E.S. Margarita Salas
Sevilla,41011041C,I.E.S. Federico Mayor Zaragoza
Sevilla,41011117C,I.E.S. Miguel de Cervantes
Sevilla,41011129C,I.E.S. Pablo Picasso
Sevilla,41014003C,I.E.S. Chaves Nogales
Sevilla,41700014C,I.E.S. Julio Verne
Sevilla,41700038C,I.E.S. Macarena
Sevilla,41700041C,I.E.S. Triana
Sevilla,41700117C,I.E.S. Llanes
Sevilla,41700178C,I.E.S. Punta del Verde
Sevilla,41700373C,I.E.S. Santa Aurelia
Sevilla,41700385C,I.E.S. V Centenario
Sevilla,41700403C,I.E.S. Isbilya
Sevilla,41700415C,I.E.S. Ciudad Jardín
Sevilla,41700427C,I.E.S. Azahar
Sevilla,41700841C,C.P.I.F.P. Los Viveros
Sevilla,41701109C,I.E.S. Ramón del Valle Inclán
Sevilla,41701675C,I.E.S. Joaquín Romero Murube
Sevilla,41701687C,I.E.S. Félix Rodríguez de la Fuente
Sevilla,41702047C,I.E.S. María Moliner
Sevilla,41702084C,I.P.E.P. Sevilla
Sevilla,41702096C,I.E.S. Leonardo da Vinci
Sevilla,41700919C,I.E.S. Ramón y Cajal
Sevilla,41012225C,I.E.S. Ítaca
Sevilla,41701183C,I.E.S. Néstor Almendros
Sevilla,41701663C,I.E.S. Pino Rueda
Sevilla,41007898C,I.E.S. Ruiz Gijón
Sevilla,41007904C,I.E.S. Virgen de Consolación
Sevilla,41700154C,I.E.S. Ponce de León
Sevilla,41701997C,I.E.S. José María Infantes
Sevilla,41701614C,I.E.S. Las Encinas
Sevilla,41701456C,I.E.S. Nuestra Señora del Rocío
Sevilla,41701638C,I.E.S. Al-Iscar
Sevilla,41702001C,I.E.S. Munigua
Sevilla,41700920C,I.E.S. Pepe Ruiz Vela
